ticket_id,created_at,sprint,language,ticket_type_pred,workflow_pred,area_of_emr_pred,confidence,flagged_for_review,review_reason,pii_entities_redacted,pii_escape,taxonomy_version,model_version
AVA-1247,2026-07-01T08:27:00,2,en,question,reporting,lab_integration,0.915,0,,0,0,1.4.0,qwen3.5:9b
AVA-1248,2026-07-02T15:39:00,2,en,bug_report,orders_and_results,admin_console,0.73,0,,2,0,1.4.0,qwen3.5:9b
AVA-1249,2026-07-01T09:43:00,2,en,feature_request,patient_intake,clinical_documentation,0.741,0,,0,0,1.4.0,qwen3.5:9b
AVA-1250,2026-06-29T07:08:00,2,fr,documentation,charting,lab_integration,0.758,0,,1,0,1.4.0,qwen3.5:9b
AVA-1251,2026-07-01T13:17:00,2,fr,bug_report,billing,patient_portal,0.952,0,,2,0,1.4.0,qwen3.5:9b
AVA-1252,2026-07-04T15:35:00,2,en,bug_report,patient_intake,lab_integration,0.747,0,,0,0,1.4.0,qwen3.5:9b
AVA-1253,2026-06-29T13:23:00,2,en,bug_report,scheduling,lab_integration,0.893,0,,0,0,1.4.0,qwen3.5:9b
AVA-1254,2026-06-29T12:07:00,2,en,question,patient_intake,interoperability,0.85,0,,2,0,1.4.0,qwen3.5:9b
AVA-1255,2026-07-01T14:29:00,2,en,bug_report,billing,patient_portal,0.762,0,,1,0,1.4.0,qwen3.5:9b
AVA-1256,2026-07-04T14:55:00,2,fr,feature_request,orders_and_results,pharmacy,0.82,0,,2,1,1.4.0,qwen3.5:9b
AVA-1257,2026-07-02T10:19:00,2,en,question,charting,admin_console,0.768,0,,4,0,1.4.0,qwen3.5:9b
AVA-1258,2026-07-04T16:48:00,2,en,access_request,billing,interoperability,0.775,0,,0,0,1.4.0,qwen3.5:9b
AVA-1259,2026-06-30T14:49:00,2,en,access_request,billing,clinical_documentation,0.85,0,,0,0,1.4.0,qwen3.5:9b
AVA-1260,2026-07-04T13:59:00,2,en,documentation,reporting,patient_portal,0.848,0,,0,0,1.4.0,qwen3.5:9b
AVA-1261,2026-07-09T11:21:00,3,en,feature_request,patient_intake,clinical_documentation,0.789,0,,0,0,1.4.0,qwen3.5:9b
AVA-1262,2026-07-11T17:02:00,3,en,question,charting,lab_integration,0.915,0,,1,0,1.4.0,qwen3.5:9b
AVA-1263,2026-07-08T08:51:00,3,en,feature_request,reporting,clinical_documentation,0.767,0,,0,0,1.4.0,qwen3.5:9b
AVA-1264,2026-07-11T12:18:00,3,en,feature_request,reporting,pharmacy,0.855,0,,2,0,1.4.0,qwen3.5:9b
AVA-1265,2026-07-07T09:30:00,3,en,access_request,charting,clinical_documentation,0.942,0,,2,0,1.4.0,qwen3.5:9b
AVA-1266,2026-07-06T11:18:00,3,en,question,scheduling,patient_portal,0.976,0,,3,0,1.4.0,qwen3.5:9b
AVA-1267,2026-07-06T14:08:00,3,en,question,reporting,lab_integration,0.785,0,,1,0,1.4.0,qwen3.5:9b
AVA-1268,2026-07-07T14:22:00,3,en,feature_request,orders_and_results,pharmacy,0.967,0,,0,0,1.4.0,qwen3.5:9b
AVA-1269,2026-07-09T16:48:00,3,en,question,orders_and_results,pharmacy,0.975,0,,2,0,1.4.0,qwen3.5:9b
AVA-1270,2026-07-06T12:54:00,3,en,question,charting,lab_integration,0.684,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1271,2026-07-07T14:47:00,3,en,bug_report,patient_intake,lab_integration,0.911,0,,0,0,1.4.0,qwen3.5:9b
AVA-1272,2026-07-12T16:20:00,3,en,feature_request,scheduling,admin_console,0.512,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1273,2026-07-09T10:13:00,3,en,access_request,charting,admin_console,0.449,1,below_confidence_gate,3,0,1.4.0,qwen3.5:9b
AVA-1274,2026-07-07T15:20:00,3,en,question,charting,interoperability,0.644,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1275,2026-07-12T11:32:00,3,en,documentation,billing,patient_portal,0.946,0,,1,0,1.4.0,qwen3.5:9b
AVA-1276,2026-07-12T14:49:00,3,en,feature_request,patient_intake,pharmacy,0.886,0,,0,0,1.4.0,qwen3.5:9b
AVA-1277,2026-07-09T12:41:00,3,en,question,scheduling,admin_console,0.937,0,,2,0,1.4.0,qwen3.5:9b
AVA-1278,2026-07-09T17:53:00,3,en,question,patient_intake,admin_console,0.862,0,,1,0,1.4.0,qwen3.5:9b
AVA-1279,2026-07-07T12:45:00,3,en,access_request,charting,interoperability,0.754,0,,3,0,1.4.0,qwen3.5:9b
AVA-1280,2026-07-10T13:19:00,3,fr,feature_request,billing,patient_portal,0.664,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1281,2026-07-09T10:49:00,3,en,question,charting,lab_integration,0.971,0,,1,0,1.4.0,qwen3.5:9b
AVA-1282,2026-07-09T14:14:00,3,en,question,billing,admin_console,0.726,0,,2,0,1.4.0,qwen3.5:9b
AVA-1283,2026-07-09T07:05:00,3,en,question,billing,interoperability,0.857,0,,0,0,1.4.0,qwen3.5:9b
AVA-1284,2026-07-07T15:02:00,3,en,bug_report,billing,admin_console,0.403,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1285,2026-07-12T15:29:00,3,en,bug_report,patient_intake,patient_portal,0.756,0,,1,0,1.4.0,qwen3.5:9b
AVA-1286,2026-07-12T11:15:00,3,en,feature_request,scheduling,interoperability,0.776,0,,0,0,1.4.0,qwen3.5:9b
AVA-1287,2026-07-08T17:41:00,3,en,question,charting,admin_console,0.962,0,,0,0,1.4.0,qwen3.5:9b
AVA-1288,2026-07-12T15:38:00,3,en,bug_report,billing,lab_integration,0.863,0,,0,0,1.4.0,qwen3.5:9b
AVA-1289,2026-07-07T08:29:00,3,en,access_request,scheduling,patient_portal,0.841,0,,1,0,1.4.0,qwen3.5:9b
AVA-1290,2026-07-07T17:48:00,3,en,documentation,reporting,admin_console,0.726,0,,0,0,1.4.0,qwen3.5:9b
AVA-1291,2026-07-10T11:19:00,3,en,question,charting,patient_portal,0.939,0,,1,0,1.4.0,qwen3.5:9b
AVA-1292,2026-07-08T18:14:00,3,en,bug_report,scheduling,admin_console,0.964,0,,0,0,1.4.0,qwen3.5:9b
AVA-1293,2026-07-08T14:59:00,3,en,feature_request,orders_and_results,interoperability,0.521,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1294,2026-07-12T14:32:00,3,en,bug_report,billing,patient_portal,0.923,0,,4,0,1.4.0,qwen3.5:9b
AVA-1295,2026-07-10T10:50:00,3,en,documentation,scheduling,admin_console,0.743,0,,3,0,1.4.0,qwen3.5:9b
AVA-1296,2026-07-07T12:12:00,3,en,bug_report,charting,clinical_documentation,0.753,0,,1,0,1.4.0,qwen3.5:9b
AVA-1297,2026-07-08T14:25:00,3,fr,question,orders_and_results,patient_portal,0.869,0,,2,0,1.4.0,qwen3.5:9b
AVA-1298,2026-07-08T16:44:00,3,en,bug_report,orders_and_results,interoperability,0.807,0,,2,0,1.4.0,qwen3.5:9b
AVA-1299,2026-07-10T08:43:00,3,en,bug_report,charting,admin_console,0.81,0,,0,0,1.4.0,qwen3.5:9b
AVA-1300,2026-07-06T09:34:00,3,en,bug_report,billing,interoperability,0.802,0,,0,0,1.4.0,qwen3.5:9b
AVA-1301,2026-07-09T09:05:00,3,en,feature_request,orders_and_results,admin_console,0.85,0,,0,0,1.4.0,qwen3.5:9b
AVA-1302,2026-07-10T13:41:00,3,en,documentation,billing,clinical_documentation,0.936,0,,1,0,1.4.0,qwen3.5:9b
AVA-1303,2026-07-09T18:40:00,3,en,access_request,scheduling,clinical_documentation,0.818,0,,0,0,1.4.0,qwen3.5:9b
AVA-1304,2026-07-06T12:25:00,3,en,bug_report,billing,clinical_documentation,0.934,0,,0,0,1.4.0,qwen3.5:9b
AVA-1305,2026-07-09T12:12:00,3,en,documentation,charting,interoperability,0.785,0,,0,0,1.4.0,qwen3.5:9b
AVA-1306,2026-07-10T12:22:00,3,en,bug_report,billing,admin_console,0.811,0,,2,0,1.4.0,qwen3.5:9b
AVA-1307,2026-07-08T15:46:00,3,fr,feature_request,billing,interoperability,0.843,0,,0,0,1.4.0,qwen3.5:9b
AVA-1308,2026-07-11T14:43:00,3,en,question,billing,interoperability,0.934,0,,0,0,1.4.0,qwen3.5:9b
AVA-1309,2026-07-06T18:40:00,3,en,bug_report,billing,admin_console,0.917,0,,3,0,1.4.0,qwen3.5:9b
AVA-1310,2026-07-12T08:57:00,3,en,feature_request,scheduling,lab_integration,0.442,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1311,2026-07-06T07:27:00,3,en,question,scheduling,patient_portal,0.674,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1312,2026-07-12T16:05:00,3,en,documentation,scheduling,lab_integration,0.808,0,,1,0,1.4.0,qwen3.5:9b
AVA-1313,2026-07-06T15:26:00,3,en,question,orders_and_results,admin_console,0.841,0,,1,0,1.4.0,qwen3.5:9b
AVA-1314,2026-07-11T09:11:00,3,en,access_request,scheduling,lab_integration,0.899,0,,4,0,1.4.0,qwen3.5:9b
AVA-1315,2026-07-08T12:35:00,3,en,bug_report,orders_and_results,admin_console,0.872,0,,0,0,1.4.0,qwen3.5:9b
AVA-1316,2026-07-06T08:19:00,3,en,question,billing,lab_integration,0.976,0,,0,0,1.4.0,qwen3.5:9b
AVA-1317,2026-07-10T14:56:00,3,en,question,orders_and_results,patient_portal,0.584,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1318,2026-07-09T15:50:00,3,en,bug_report,scheduling,patient_portal,0.902,0,,0,0,1.4.0,qwen3.5:9b
AVA-1319,2026-07-08T11:01:00,3,en,feature_request,patient_intake,interoperability,0.87,0,,1,0,1.4.0,qwen3.5:9b
AVA-1320,2026-07-09T09:12:00,3,en,question,charting,lab_integration,0.878,0,,3,0,1.4.0,qwen3.5:9b
AVA-1321,2026-07-10T13:31:00,3,en,question,orders_and_results,clinical_documentation,0.628,1,below_confidence_gate,3,0,1.4.0,qwen3.5:9b
AVA-1322,2026-07-12T13:34:00,3,en,feature_request,orders_and_results,admin_console,0.813,0,,0,0,1.4.0,qwen3.5:9b
AVA-1323,2026-07-06T12:18:00,3,en,documentation,orders_and_results,clinical_documentation,0.944,0,,2,0,1.4.0,qwen3.5:9b
AVA-1324,2026-07-09T16:18:00,3,en,question,billing,clinical_documentation,0.77,0,,2,0,1.4.0,qwen3.5:9b
AVA-1325,2026-07-09T13:52:00,3,en,access_request,orders_and_results,pharmacy,0.916,0,,0,0,1.4.0,qwen3.5:9b
AVA-1326,2026-07-06T08:16:00,3,en,question,scheduling,patient_portal,0.949,0,,2,0,1.4.0,qwen3.5:9b
AVA-1327,2026-07-07T07:31:00,3,en,access_request,patient_intake,patient_portal,0.981,0,,1,0,1.4.0,qwen3.5:9b
AVA-1328,2026-07-10T15:26:00,3,fr,question,billing,pharmacy,0.767,0,,1,0,1.4.0,qwen3.5:9b
AVA-1329,2026-07-06T08:29:00,3,en,question,scheduling,clinical_documentation,0.829,0,,3,0,1.4.0,qwen3.5:9b
AVA-1330,2026-07-12T09:50:00,3,en,feature_request,reporting,clinical_documentation,0.911,0,,0,0,1.4.0,qwen3.5:9b
AVA-1331,2026-07-12T17:06:00,3,en,feature_request,scheduling,pharmacy,0.555,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1332,2026-07-08T09:39:00,3,en,question,orders_and_results,patient_portal,0.906,0,,1,0,1.4.0,qwen3.5:9b
AVA-1333,2026-07-10T13:57:00,3,en,access_request,orders_and_results,interoperability,0.726,0,,0,0,1.4.0,qwen3.5:9b
AVA-1334,2026-07-06T12:10:00,3,en,documentation,reporting,admin_console,0.792,0,,0,0,1.4.0,qwen3.5:9b
AVA-1335,2026-07-09T15:01:00,3,en,question,charting,interoperability,0.765,0,,0,0,1.4.0,qwen3.5:9b
AVA-1336,2026-07-11T13:10:00,3,en,question,orders_and_results,clinical_documentation,0.971,0,,1,0,1.4.0,qwen3.5:9b
AVA-1337,2026-07-06T18:34:00,3,en,documentation,reporting,pharmacy,0.728,0,,4,0,1.4.0,qwen3.5:9b
AVA-1338,2026-07-10T15:29:00,3,en,documentation,orders_and_results,interoperability,0.974,0,,0,0,1.4.0,qwen3.5:9b
AVA-1339,2026-07-08T07:32:00,3,fr,bug_report,patient_intake,admin_console,0.793,0,,0,0,1.4.0,qwen3.5:9b
AVA-1340,2026-07-07T15:29:00,3,en,bug_report,orders_and_results,patient_portal,0.918,0,,1,0,1.4.0,qwen3.5:9b
AVA-1341,2026-07-07T11:17:00,3,en,question,scheduling,pharmacy,0.806,0,,1,0,1.4.0,qwen3.5:9b
AVA-1342,2026-07-08T11:01:00,3,en,question,charting,pharmacy,0.871,0,,2,0,1.4.0,qwen3.5:9b
AVA-1343,2026-07-11T07:21:00,3,en,documentation,billing,admin_console,0.86,0,,1,0,1.4.0,qwen3.5:9b
AVA-1344,2026-07-06T12:58:00,3,en,question,billing,clinical_documentation,0.883,0,,0,0,1.4.0,qwen3.5:9b
AVA-1345,2026-07-08T18:04:00,3,en,bug_report,reporting,patient_portal,0.907,0,,1,0,1.4.0,qwen3.5:9b
AVA-1346,2026-07-09T13:10:00,3,en,bug_report,orders_and_results,admin_console,0.901,0,,1,0,1.4.0,qwen3.5:9b
AVA-1347,2026-07-06T07:17:00,3,en,bug_report,orders_and_results,clinical_documentation,0.748,0,,2,0,1.4.0,qwen3.5:9b
AVA-1348,2026-07-08T12:14:00,3,en,feature_request,patient_intake,lab_integration,0.968,0,,1,0,1.4.0,qwen3.5:9b
AVA-1349,2026-07-07T09:29:00,3,fr,feature_request,reporting,clinical_documentation,0.937,0,,1,0,1.4.0,qwen3.5:9b
AVA-1350,2026-07-09T16:58:00,3,en,documentation,reporting,admin_console,0.777,0,,0,0,1.4.0,qwen3.5:9b
AVA-1351,2026-07-08T18:07:00,3,en,documentation,scheduling,interoperability,0.772,0,,0,0,1.4.0,qwen3.5:9b
AVA-1352,2026-07-12T15:58:00,3,en,question,charting,pharmacy,0.816,0,,0,0,1.4.0,qwen3.5:9b
AVA-1353,2026-07-12T07:33:00,3,en,documentation,patient_intake,clinical_documentation,0.872,0,,2,0,1.4.0,qwen3.5:9b
AVA-1354,2026-07-11T15:56:00,3,en,bug_report,scheduling,lab_integration,0.935,0,,1,0,1.4.0,qwen3.5:9b
AVA-1355,2026-07-11T10:41:00,3,en,feature_request,billing,patient_portal,0.8,0,,0,0,1.4.0,qwen3.5:9b
AVA-1356,2026-07-06T07:44:00,3,en,question,patient_intake,patient_portal,0.462,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1357,2026-07-12T07:14:00,3,en,question,reporting,interoperability,0.868,0,,0,0,1.4.0,qwen3.5:9b
AVA-1358,2026-07-11T16:09:00,3,fr,feature_request,patient_intake,pharmacy,0.417,1,below_confidence_gate,4,0,1.4.0,qwen3.5:9b
AVA-1359,2026-07-07T10:15:00,3,en,bug_report,billing,interoperability,0.979,0,,2,0,1.4.0,qwen3.5:9b
AVA-1360,2026-07-11T16:41:00,3,en,question,orders_and_results,pharmacy,0.937,0,,4,0,1.4.0,qwen3.5:9b
AVA-1361,2026-07-07T14:37:00,3,en,bug_report,charting,pharmacy,0.902,0,,1,0,1.4.0,qwen3.5:9b
AVA-1362,2026-07-08T08:43:00,3,en,question,patient_intake,clinical_documentation,0.87,0,,2,0,1.4.0,qwen3.5:9b
AVA-1363,2026-07-10T07:45:00,3,en,feature_request,patient_intake,clinical_documentation,0.827,0,,1,0,1.4.0,qwen3.5:9b
AVA-1364,2026-07-12T15:15:00,3,en,feature_request,patient_intake,admin_console,0.394,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1365,2026-07-08T16:16:00,3,en,question,reporting,pharmacy,0.763,0,,0,0,1.4.0,qwen3.5:9b
AVA-1366,2026-07-10T16:08:00,3,en,bug_report,patient_intake,clinical_documentation,0.919,0,,2,0,1.4.0,qwen3.5:9b
AVA-1367,2026-07-08T12:32:00,3,en,question,patient_intake,patient_portal,0.874,0,,1,0,1.4.0,qwen3.5:9b
AVA-1368,2026-07-08T09:53:00,3,en,feature_request,patient_intake,pharmacy,0.442,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1369,2026-07-07T14:58:00,3,en,bug_report,scheduling,lab_integration,0.773,0,,3,0,1.4.0,qwen3.5:9b
AVA-1370,2026-07-11T09:14:00,3,en,bug_report,orders_and_results,pharmacy,0.873,0,,2,0,1.4.0,qwen3.5:9b
AVA-1371,2026-07-17T17:44:00,4,en,bug_report,orders_and_results,patient_portal,0.748,0,,1,0,1.4.0,qwen3.5:9b
AVA-1372,2026-07-15T16:45:00,4,en,bug_report,reporting,interoperability,0.582,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1373,2026-07-18T07:58:00,4,en,question,patient_intake,pharmacy,0.863,0,,2,0,1.4.0,qwen3.5:9b
AVA-1374,2026-07-16T08:45:00,4,en,feature_request,reporting,clinical_documentation,0.818,0,,1,0,1.4.0,qwen3.5:9b
AVA-1375,2026-07-13T16:00:00,4,en,feature_request,billing,clinical_documentation,0.897,0,,3,0,1.4.0,qwen3.5:9b
AVA-1376,2026-07-17T17:30:00,4,en,access_request,patient_intake,patient_portal,0.815,0,,0,0,1.4.0,qwen3.5:9b
AVA-1377,2026-07-13T13:55:00,4,en,question,scheduling,clinical_documentation,0.893,0,,2,0,1.4.0,qwen3.5:9b
AVA-1378,2026-07-19T10:08:00,4,en,question,orders_and_results,interoperability,0.73,0,,1,0,1.4.0,qwen3.5:9b
AVA-1379,2026-07-16T07:49:00,4,en,bug_report,billing,patient_portal,0.735,0,,0,0,1.4.0,qwen3.5:9b
AVA-1380,2026-07-17T17:59:00,4,en,bug_report,orders_and_results,lab_integration,0.816,0,,0,0,1.4.0,qwen3.5:9b
AVA-1381,2026-07-14T15:47:00,4,en,question,reporting,admin_console,0.929,0,,0,0,1.4.0,qwen3.5:9b
AVA-1382,2026-07-16T16:18:00,4,fr,question,patient_intake,patient_portal,0.924,0,,4,0,1.4.0,qwen3.5:9b
AVA-1383,2026-07-15T18:01:00,4,en,question,billing,lab_integration,0.783,0,,1,0,1.4.0,qwen3.5:9b
AVA-1384,2026-07-18T18:27:00,4,en,bug_report,orders_and_results,pharmacy,0.865,0,,1,0,1.4.0,qwen3.5:9b
AVA-1385,2026-07-19T14:57:00,4,en,documentation,charting,lab_integration,0.949,0,,0,0,1.4.0,qwen3.5:9b
AVA-1386,2026-07-13T13:11:00,4,en,bug_report,scheduling,clinical_documentation,0.857,0,,2,0,1.4.0,qwen3.5:9b
AVA-1387,2026-07-17T11:50:00,4,en,bug_report,patient_intake,clinical_documentation,0.806,0,,0,0,1.4.0,qwen3.5:9b
AVA-1388,2026-07-18T12:18:00,4,en,bug_report,reporting,patient_portal,0.829,0,,1,0,1.4.0,qwen3.5:9b
AVA-1389,2026-07-14T10:48:00,4,en,bug_report,orders_and_results,admin_console,0.825,0,,2,0,1.4.0,qwen3.5:9b
AVA-1390,2026-07-16T09:28:00,4,en,documentation,scheduling,pharmacy,0.942,0,,1,0,1.4.0,qwen3.5:9b
AVA-1391,2026-07-13T17:25:00,4,en,feature_request,patient_intake,lab_integration,0.617,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1392,2026-07-16T16:09:00,4,en,question,patient_intake,pharmacy,0.71,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1393,2026-07-18T15:54:00,4,en,access_request,orders_and_results,pharmacy,0.402,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1394,2026-07-17T10:21:00,4,en,access_request,patient_intake,clinical_documentation,0.972,0,,2,0,1.4.0,qwen3.5:9b
AVA-1395,2026-07-19T15:54:00,4,en,bug_report,reporting,patient_portal,0.754,0,,0,0,1.4.0,qwen3.5:9b
AVA-1396,2026-07-16T17:36:00,4,en,feature_request,scheduling,admin_console,0.849,0,,4,0,1.4.0,qwen3.5:9b
AVA-1397,2026-07-13T11:54:00,4,en,access_request,reporting,interoperability,0.794,0,,0,0,1.4.0,qwen3.5:9b
AVA-1398,2026-07-13T17:30:00,4,en,feature_request,orders_and_results,lab_integration,0.826,0,,2,0,1.4.0,qwen3.5:9b
AVA-1399,2026-07-18T13:16:00,4,en,documentation,charting,admin_console,0.747,0,,2,0,1.4.0,qwen3.5:9b
AVA-1400,2026-07-19T10:13:00,4,en,question,reporting,admin_console,0.805,0,,2,0,1.4.0,qwen3.5:9b
AVA-1401,2026-07-16T17:12:00,4,en,feature_request,scheduling,pharmacy,0.775,0,,0,0,1.4.0,qwen3.5:9b
AVA-1402,2026-07-19T16:01:00,4,en,feature_request,patient_intake,interoperability,0.92,0,,2,0,1.4.0,qwen3.5:9b
AVA-1403,2026-07-18T15:19:00,4,fr,documentation,reporting,patient_portal,0.741,0,,0,0,1.4.0,qwen3.5:9b
AVA-1404,2026-07-16T10:59:00,4,en,feature_request,reporting,lab_integration,0.932,0,,4,0,1.4.0,qwen3.5:9b
AVA-1405,2026-07-17T08:53:00,4,en,question,charting,pharmacy,0.789,0,,0,0,1.4.0,qwen3.5:9b
AVA-1406,2026-07-18T17:30:00,4,en,question,billing,interoperability,0.951,0,,0,0,1.4.0,qwen3.5:9b
AVA-1407,2026-07-19T17:30:00,4,en,access_request,reporting,pharmacy,0.756,0,,0,0,1.4.0,qwen3.5:9b
AVA-1408,2026-07-13T11:57:00,4,en,documentation,scheduling,clinical_documentation,0.867,0,,0,0,1.4.0,qwen3.5:9b
AVA-1409,2026-07-19T17:57:00,4,en,access_request,scheduling,lab_integration,0.873,0,,2,0,1.4.0,qwen3.5:9b
AVA-1410,2026-07-15T14:43:00,4,en,access_request,patient_intake,interoperability,0.981,0,,0,0,1.4.0,qwen3.5:9b
AVA-1411,2026-07-17T07:06:00,4,fr,question,patient_intake,pharmacy,0.867,0,,2,0,1.4.0,qwen3.5:9b
AVA-1412,2026-07-14T14:38:00,4,en,question,charting,lab_integration,0.838,0,,1,0,1.4.0,qwen3.5:9b
AVA-1413,2026-07-13T07:24:00,4,en,question,billing,pharmacy,0.759,0,,0,0,1.4.0,qwen3.5:9b
AVA-1414,2026-07-16T17:18:00,4,en,bug_report,charting,lab_integration,0.456,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1415,2026-07-14T12:53:00,4,en,bug_report,orders_and_results,clinical_documentation,0.601,1,below_confidence_gate,2,0,1.4.0,qwen3.5:9b
AVA-1416,2026-07-14T15:08:00,4,en,bug_report,scheduling,interoperability,0.786,0,,0,0,1.4.0,qwen3.5:9b
AVA-1417,2026-07-17T13:40:00,4,en,access_request,scheduling,patient_portal,0.8,0,,1,0,1.4.0,qwen3.5:9b
AVA-1418,2026-07-18T15:00:00,4,en,access_request,scheduling,pharmacy,0.756,0,,0,0,1.4.0,qwen3.5:9b
AVA-1419,2026-07-17T17:15:00,4,en,feature_request,charting,patient_portal,0.768,0,,1,0,1.4.0,qwen3.5:9b
AVA-1420,2026-07-18T08:45:00,4,en,bug_report,charting,admin_console,0.419,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1421,2026-07-19T14:21:00,4,en,question,scheduling,lab_integration,0.807,0,,2,0,1.4.0,qwen3.5:9b
AVA-1422,2026-07-19T07:41:00,4,en,question,orders_and_results,lab_integration,0.785,0,,1,0,1.4.0,qwen3.5:9b
AVA-1423,2026-07-16T10:52:00,4,en,documentation,reporting,lab_integration,0.818,0,,1,0,1.4.0,qwen3.5:9b
AVA-1424,2026-07-17T18:49:00,4,en,bug_report,reporting,admin_console,0.91,0,,0,0,1.4.0,qwen3.5:9b
AVA-1425,2026-07-15T14:39:00,4,fr,feature_request,reporting,admin_console,0.947,0,,0,0,1.4.0,qwen3.5:9b
AVA-1426,2026-07-16T18:00:00,4,en,access_request,orders_and_results,admin_console,0.826,0,,1,0,1.4.0,qwen3.5:9b
AVA-1427,2026-07-18T16:22:00,4,fr,bug_report,reporting,admin_console,0.866,0,,0,0,1.4.0,qwen3.5:9b
AVA-1428,2026-07-17T13:53:00,4,en,question,scheduling,clinical_documentation,0.904,0,,4,0,1.4.0,qwen3.5:9b
AVA-1429,2026-07-13T12:41:00,4,en,bug_report,billing,clinical_documentation,0.635,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1430,2026-07-16T13:03:00,4,en,access_request,patient_intake,pharmacy,0.967,0,,2,0,1.4.0,qwen3.5:9b
AVA-1431,2026-07-16T12:29:00,4,en,documentation,scheduling,admin_console,0.652,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1432,2026-07-15T09:30:00,4,en,bug_report,scheduling,patient_portal,0.752,0,,1,0,1.4.0,qwen3.5:9b
AVA-1433,2026-07-15T09:06:00,4,en,feature_request,patient_intake,clinical_documentation,0.959,0,,0,0,1.4.0,qwen3.5:9b
AVA-1434,2026-07-17T11:26:00,4,fr,bug_report,patient_intake,lab_integration,0.622,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1435,2026-07-13T18:31:00,4,en,documentation,reporting,clinical_documentation,0.786,0,,1,0,1.4.0,qwen3.5:9b
AVA-1436,2026-07-17T09:34:00,4,en,bug_report,billing,interoperability,0.802,0,,0,0,1.4.0,qwen3.5:9b
AVA-1437,2026-07-18T12:19:00,4,en,bug_report,reporting,clinical_documentation,0.484,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1438,2026-07-13T15:27:00,4,fr,question,reporting,clinical_documentation,0.843,0,,3,0,1.4.0,qwen3.5:9b
AVA-1439,2026-07-15T12:23:00,4,en,bug_report,billing,pharmacy,0.935,0,,0,0,1.4.0,qwen3.5:9b
AVA-1440,2026-07-18T16:21:00,4,en,feature_request,orders_and_results,clinical_documentation,0.976,0,,1,0,1.4.0,qwen3.5:9b
AVA-1441,2026-07-13T09:03:00,4,en,feature_request,charting,admin_console,0.94,0,,0,0,1.4.0,qwen3.5:9b
AVA-1442,2026-07-15T14:37:00,4,fr,question,scheduling,pharmacy,0.531,1,below_confidence_gate,1,0,1.4.0,qwen3.5:9b
AVA-1443,2026-07-16T09:16:00,4,en,feature_request,charting,interoperability,0.588,1,below_confidence_gate,4,0,1.4.0,qwen3.5:9b
AVA-1444,2026-07-15T10:05:00,4,en,documentation,billing,interoperability,0.751,0,,4,0,1.4.0,qwen3.5:9b
AVA-1445,2026-07-13T10:17:00,4,fr,bug_report,charting,interoperability,0.473,1,below_confidence_gate,0,0,1.4.0,qwen3.5:9b
AVA-1446,2026-07-16T11:57:00,4,en,access_request,charting,clinical_documentation,0.885,0,,0,0,1.4.0,qwen3.5:9b
AVA-1447,2026-07-17T08:58:00,4,fr,bug_report,billing,clinical_documentation,0.915,0,,1,0,1.4.0,qwen3.5:9b
AVA-1448,2026-07-19T14:41:00,4,en,access_request,reporting,pharmacy,0.839,0,,0,0,1.4.0,qwen3.5:9b
AVA-1449,2026-07-17T17:09:00,4,en,feature_request,charting,patient_portal,0.892,0,,0,0,1.4.0,qwen3.5:9b
AVA-1450,2026-07-18T11:39:00,4,en,feature_request,billing,pharmacy,0.779,0,,0,0,1.4.0,qwen3.5:9b
AVA-1451,2026-07-13T11:36:00,4,en,bug_report,charting,pharmacy,0.878,0,,0,0,1.4.0,qwen3.5:9b
AVA-1452,2026-07-18T09:22:00,4,en,feature_request,patient_intake,patient_portal,0.738,0,,0,0,1.4.0,qwen3.5:9b
AVA-1453,2026-07-13T14:20:00,4,fr,question,scheduling,clinical_documentation,0.83,0,,1,0,1.4.0,qwen3.5:9b
